age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
43,Private,40,Logistics, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Professionals, Bachelors,16, Divorced, White, Male, United-States,1
22,Private,59,Sales, HS-grad,12, Married-spouse-absent, White, Male, United-States,0
28,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
56,Self-Employed,40,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
22,Private,19,Sales, Assoc-acdm,15, Never-married, White, Female, United-States,0
57,Private,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,1
39,Private,40,Sales, HS-grad,12, Divorced, White, Female, United-States,0
26,Government,19,Admins, Some-college,13, Never-married, White, Female, United-States,0
17,Private,19,Service, 11th,10, Never-married, White, Male, United-States,0
40,Government,39,Technical, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,1
45,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
44,Private,40,Craft, HS-grad,12, Never-married, Black, Male, United-States,0
20,Government,19,Admins, Some-college,13, Never-married, White, Female, United-States,0
33,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
23,Private,40,Sales, Some-college,13, Never-married, White, Male, United-States,0
46,Self-Employed,39,Professionals, Masters,17, Divorced, White, Male, United-States,0
38,Private,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
54,Private,40,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
46,Private,40,Craft, 5th-6th,6, Divorced, White, Female, United-States,0
25,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
46,Private,40,Sales, Some-college,13, Divorced, White, Female, United-States,0
36,Government,40,Logistics, Some-college,13, Married-civ-spouse, White, Female, United-States,0
23,Private,29,Service, HS-grad,12, Never-married, White, Female, United-States,0
29,Private,40,Technical, HS-grad,12, Separated, White, Male, United-States,0
44,Private,19,Admins, Some-college,13, Married-civ-spouse, White, Female, United-States,1
19,Private,19,Admins, Some-college,13, Never-married, White, Female, United-States,0
19,Private,40,Service, HS-grad,12, Never-married, White, Female, United-States,0
35,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
27,Private,59,Craft, Bachelors,16, Never-married, White, Male, United-States,0
46,Self-Employed,40,Craft, Assoc-acdm,15, Separated, White, Male, United-States,0
34,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, ?,1
34,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
44,Private,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,0
45,Private,40,Service, Some-college,13, Divorced, White, Female, United-States,0
20,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
25,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
52,Self-Employed,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
20,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
28,Private,40,Service, Some-college,13, Never-married, White, Female, United-States,0
50,Government,40,Security, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
34,Private,61,Technical, Assoc-voc,14, Divorced, White, Female, United-States,0
28,Private,40,Service, 7th-8th,7, Married-civ-spouse, Other, Male, Puerto-Rico,0
41,Private,61,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
28,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
46,Self-Employed,29,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
28,Private,40,Service, Some-college,13, Married-civ-spouse, White, Female, United-States,1
32,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
41,Government,29,Service, Some-college,13, Divorced, Black, Female, United-States,0
24,Private,40,Service, HS-grad,12, Never-married, Black, Female, United-States,0
33,Private,40,Professionals, Some-college,13, Divorced, White, Female, United-States,0
46,Private,61,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
31,Government,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,0
35,Private,59,Craft, 12th,11, Divorced, White, Male, United-States,1
52,Private,40,Technical, 1st-4th,5, Married-civ-spouse, White, Male, Mexico,0
30,Private,19,Service, 11th,10, Never-married, White, Female, United-States,0
34,Government,40,Technical, 11th,10, Separated, Black, Male, United-States,0
34,Government,40,Logistics, HS-grad,12, Divorced, White, Female, United-States,0
20,Private,39,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,0
17,Private,19,Service, 11th,10, Never-married, White, Male, United-States,0
32,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
29,Private,40,Farming, HS-grad,12, Divorced, White, Male, United-States,0
33,Private,39,Craft, 10th,9, Never-married, White, Female, United-States,0
25,Private,61,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
36,Government,40,Professionals, Masters,17, Never-married, White, Male, United-States,0
23,Private,61,Service, HS-grad,12, Never-married, White, Male, Dominican-Republic,0
63,Self-Employed,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
47,Government,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,0
80,Private,29,Service, HS-grad,12, Widowed, White, Male, United-States,0
17,Private,40,Service, 11th,10, Never-married, White, Male, United-States,0
40,Self-Employed,40,Professionals, Bachelors,16, Married-spouse-absent, White, Female, United-States,0
30,Private,29,Service, Assoc-acdm,15, Married-civ-spouse, White, Female, United-States,1
27,Private,40,Craft, Some-college,13, Never-married, Asian-Pac-Islander, Male, Philippines,0
33,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
34,Government,61,Farming, HS-grad,12, Never-married, Black, Male, United-States,0
34,Government,40,Security, Some-college,13, Never-married, White, Female, United-States,0
23,Private,40,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,0
42,Government,40,Admins, Some-college,13, Married-civ-spouse, White, Female, United-States,0
29,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
45,Private,29,Admins, HS-grad,12, Divorced, White, Female, United-States,0
24,Government,40,Security, HS-grad,12, Never-married, White, Male, United-States,0
44,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
27,Private,40,Craft, 9th,8, Never-married, White, Male, Mexico,0
20,Private,39,Sales, Some-college,13, Never-married, White, Male, United-States,0
44,Private,40,Professionals, HS-grad,12, Widowed, Black, Female, United-States,0
51,Private,40,Craft, HS-grad,12, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States,0
20,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
17,Private,19,Service, 11th,10, Never-married, White, Female, United-States,0
19,Private,40,Technical, HS-grad,12, Never-married, Black, Female, United-States,0
45,Self-Employed,59,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
60,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
42,Private,40,Professionals, Assoc-acdm,15, Married-civ-spouse, Black, Male, ?,1
44,Self-Employed,40,Sales, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
40,Private,40,Technical, Assoc-voc,14, Married-civ-spouse, Asian-Pac-Islander, Male, United-States,1
30,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
38,Private,59,Logistics, Some-college,13, Married-civ-spouse, Black, Male, United-States,0
23,Private,61,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
32,Private,40,Service, Some-college,13, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Farming, Assoc-acdm,15, Never-married, White, Male, United-States,0
54,Government,40,Logistics, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
32,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
50,Private,40,Craft, 1st-4th,5, Married-spouse-absent, White, Male, United-States,0
24,Private,29,Technical, Bachelors,16, Never-married, White, Female, United-States,0
37,Private,61,Admins, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
52,Private,40,Logistics, HS-grad,12, Divorced, White, Male, United-States,0
38,Private,40,Logistics, Some-college,13, Married-civ-spouse, White, Male, United-States,0
49,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
30,Private,19,Technical, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
60,Private,40,Professionals, Some-college,13, Never-married, White, Male, United-States,1
22,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
35,Private,40,Craft, HS-grad,12, Never-married, White, Male, United-States,0
30,Private,61,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
67,Private,29,Service, Assoc-voc,14, Divorced, White, Female, United-States,0
46,Private,40,Craft, Bachelors,16, Never-married, White, Female, United-States,0
17,Private,19,Service, 9th,8, Never-married, White, Male, United-States,0
22,Private,39,Service, Some-college,13, Never-married, White, Male, United-States,0
27,Private,40,Service, 10th,9, Never-married, White, Male, United-States,0
23,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
33,Private,40,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, Portugal,0
43,Self-Employed,29,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
28,Government,29,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
41,Private,40,Craft, HS-grad,12, Married-spouse-absent, White, Female, United-States,0
52,Private,40,Service, 12th,11, Never-married, Black, Male, United-States,0
25,Private,29,Admins, Some-college,13, Married-spouse-absent, Black, Female, United-States,0
63,Private,39,Service, 1st-4th,5, Married-civ-spouse, White, Male, United-States,0
59,Government,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
45,Government,40,Professionals, Bachelors,16, Divorced, White, Female, United-States,0
38,Private,61,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
40,Private,39,Service, HS-grad,12, Never-married, White, Female, United-States,0
46,Government,40,Admins, HS-grad,12, Divorced, White, Male, United-States,0
35,Private,61,Professionals, Assoc-acdm,15, Never-married, White, Female, United-States,0
34,Private,29,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
33,Private,29,Craft, Bachelors,16, Never-married, White, Male, United-States,0
41,Private,39,Admins, HS-grad,12, Divorced, White, Female, United-States,0
20,Private,40,Technical, Some-college,13, Never-married, White, Male, United-States,0
23,Private,40,Service, 5th-6th,6, Never-married, White, Male, El-Salvador,0
26,Private,39,Professionals, Some-college,13, Never-married, White, Female, United-States,0
72,Private,29,Service, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
23,Government,40,Farming, HS-grad,12, Never-married, White, Male, Poland,0
62,Government,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
52,Private,40,Admins, Some-college,13, Married-civ-spouse, White, Male, United-States,0
58,Private,40,Service, Some-college,13, Divorced, White, Female, France,0
25,Private,40,Sales, Bachelors,16, Never-married, White, Female, United-States,0
24,Private,40,Professionals, Bachelors,16, Never-married, Black, Male, United-States,0
19,Private,19,Security, Some-college,13, Never-married, White, Male, United-States,0
43,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
47,Government,40,Admins, HS-grad,12, Separated, Black, Female, United-States,0
39,Private,40,Service, HS-grad,12, Divorced, White, Female, United-States,0
49,Private,40,Service, Assoc-voc,14, Married-spouse-absent, White, Male, United-States,0
53,Private,39,Service, 5th-6th,6, Widowed, Black, Female, United-States,0
32,Private,40,Craft, Assoc-voc,14, Never-married, White, Male, United-States,0
34,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
28,Private,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
57,Private,39,Service, Assoc-voc,14, Widowed, White, Female, United-States,0
25,Private,29,Admins, Some-college,13, Never-married, Amer-Indian-Eskimo, Female, United-States,0
20,Private,29,Service, Some-college,13, Never-married, White, Male, United-States,0
21,Private,39,Service, Some-college,13, Never-married, White, Female, United-States,0
34,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
38,Self-Employed,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
50,Private,59,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
24,Government,59,Service, Some-college,13, Divorced, Black, Male, United-States,0
37,Government,40,Technical, Some-college,13, Married-civ-spouse, White, Male, United-States,1
44,Private,59,Technical, Some-college,13, Divorced, White, Male, United-States,1
28,Private,40,Sales, Some-college,13, Married-civ-spouse, White, Female, United-States,0
42,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
74,Private,19,Admins, Some-college,13, Divorced, White, Female, United-States,0
38,Self-Employed,59,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Self-Employed,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Technical, 11th,10, Divorced, Other, Female, Puerto-Rico,0
